,,,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,Kick Returns,,,,Punt Returns,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
442,Trent Sieg,17,0,0,0,0,0,0,0,0,0,2024,29,DAL,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,143,29.5,LS
443,Isaiah Simmons,17,0,0,15,16.5,0,0,0,0,0,2024,26,NYG,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,9,21,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,15,13,86.7,139,10.7,9.3,2,144.9,3.5,45,94,16,2,1,0,3,3,12.5,0,0,181,16.5,146,33,S
444,Tremon Smith,17,0,0,1,1.6,0,0,170,0,0,2024,28,DEN,17,0,0,0,0,,0,0,,0,0,0,6,170,28.3,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,1,0,0,0,,0,0,39.6,11,0,0,0,0,0,0,0,0,0,0,0,19,1.6,387,81.8,CB
445,Brandon Stephens,17,1.5,0,102,92.4,0,0,0,0,0,2024,27,BAL,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1.5,59,11,70,3,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,102,66,64.7,906,13.7,8.9,4,106.1,13.7,656,250,5,0,0,1,2,5,6.7,0,0,1047,92.4,7,1.5,RCB
446,Derek Stingley Jr.,17,0,0,85,92.4,0,5,0,0,0,2024,23,HOU,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,17,54,4,0,5,48,0,18,0,0,0,0,0,0,0,0,48,0,85,40,47.1,382,9.6,4.5,4,51.2,13.4,249,133,1,0,0,0,0,9,14.3,0,0,1012,92.4,12,2.5,LCB
447,Benjamin St-Juste,17,0,0,88,77.3,0,0,0,0,0,2024,27,WAS,17,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,56,15,71,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,88,54,61.4,715,13.2,8.1,4,102.2,10.5,512,203,2,0,0,0,0,6,7.8,0,0,837,77.3,64,13.7,LCB
448,Eric Stokes,17,0,0,58,54,0,0,0,0,0,2024,25,GNB,17,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,29,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,36,62.1,403,11.2,6.9,3,100,10.4,281,122,0,0,0,0,0,3,6.8,0,0,588,54,19,4.3,RCB
449,Chris Stoll,17,0,0,0,0,0,0,0,0,0,2024,26,SEA,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,148,31.5,LS
450,Geno Stone,17,0,0,33,96.9,0,4,0,0,0,2024,25,CIN,17,17,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,47,34,81,0,4,4,88,1,6,0,1,6,0,0,0,0,0,94,0,33,22,66.7,312,14.2,9.5,5,97,14.8,254,58,16,1,4,0,5,15,15.6,0,0,1103,96.9,73,15.8,SS
451,Alontae Taylor,17,4,0,103,91.3,0,0,0,0,0,2024,26,NOR,17,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,4,61,28,89,7,6,0,0,0,16,0,0,0,0,2,0,0,0,0,0,103,64,62.1,852,13.3,8.3,7,111,9.8,480,372,15,1,1,0,7,20,18.3,0,0,1076,91.3,109,23.7,LCB
452,Cam Taylor-Britt,17,0.5,0,91,91.3,0,3,0,0,0,2024,25,CIN,17,17,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0.5,58,19,77,1,1,3,79,1,16,0,0,0,0,0,0,0,0,79,0,91,59,64.8,734,12.4,8.1,6,98,11.6,510,224,2,0,0,0,1,10,11.5,0,0,1039,91.3,5,1.1,LCB
453,Dadrion Taylor-Demerson,17,0,0,20,23.7,0,0,0,0,0,2024,23,ARI,17,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,14,37,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,20,14,70,171,12.2,8.6,0,96,7.6,99,72,6,0,0,0,0,3,7.5,0,0,258,23.7,286,65.4,S
454,AJ Terrell,17,0,0,81,97.5,0,2,0,0,0,2024,26,ATL,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,50,16,66,2,0,2,1,0,6,0,0,0,0,0,0,0,0,1,0,81,53,65.4,587,11.1,7.2,4,93,9.2,351,236,1,0,0,0,0,13,16.5,0,0,1085,97.5,0,0,LCB
455,Rodney Thomas II,17,0,0,2,8.5,0,0,0,0,0,2024,26,IND,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,15,7.5,7.5,0,97.9,14.5,13,2,0,0,0,0,0,1,12.5,0,0,98,8.5,173,36.9,S
456,Starling Thomas,17,0,0,58,75.4,0,0,0,0,0,2024,24,ARI,17,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,31,16,47,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,58,34,58.6,452,13.3,7.8,3,100.6,11,282,170,1,0,0,0,0,3,6,0,0,820,75.4,75,17.2,RCB
457,Tavierre Thomas,17,0,0,5,4,0,0,0,0,0,2024,28,TAM,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,0,5,5,100,67,13.4,13.4,0,118.7,8.2,41,26,2,0,0,0,0,2,12.5,0,0,45,4,388,81.2,CB
458,Kindle Vildor,17,0,0,25,22.3,0,0,0,0,0,2024,27,DET,17,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,6,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,11,44,140,12.7,5.6,0,62.1,15.8,67,73,0,0,0,0,0,1,5.9,0,0,244,22.3,221,47.9,CB
459,Josh Wallace,17,0,0,15,13.8,0,0,0,0,0,2024,24,LAR,17,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,3,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,8,53.3,49,6.1,3.3,0,60.1,5.5,-3,52,5,0,0,0,0,3,23.1,0,0,154,13.8,235,53.4,DB
460,Alex Ward,17,0,0,0,0,0,0,0,0,0,2024,25,LAR,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,134,30.5,LS
461,Ar'Darius Washington,17,1,0,51,64.2,0,2,0,0,0,2024,25,BAL,17,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,45,19,64,5,2,2,33,0,8,0,0,0,0,1,0,0,0,33,0,51,32,62.7,250,7.8,4.9,3,78.1,8,167,83,11,1,1,0,3,4,5.9,0,0,727,64.2,158,33.3,S
462,Jon Weeks,17,0,0,0,0,0,0,0,0,0,2024,38,HOU,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,159,33.3,LS
463,Joshua Williams,17,1,0,31,38,0,0,0,0,0,2024,25,KAN,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,19,14,33,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,16,51.6,160,10,5.2,1,77.4,10.6,85,75,2,0,0,0,1,3,8.3,0,0,411,38,221,51.3,CB
464,Donovan Wilson,17,4.5,0,38,91.5,0,1,0,0,0,2024,29,DAL,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,4.5,44,38,82,6,4,1,0,0,5,0,1,0,0,2,0,0,0,0,0,38,27,71.1,366,13.6,9.6,6,130,8.4,190,176,31,3,1,1,9,8,8.9,0,0,1010,91.5,0,0,FS
465,James Winchester,17,0,0,0,0,0,0,0,0,0,2024,35,KAN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,139,32.3,LS
466,Devon Witherspoon,17,1,0,88,97.6,0,0,0,0,0,2024,24,SEA,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,66,32,98,6,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,88,62,70.5,653,10.5,7.4,4,106.9,5.4,224,429,27,4,1,1,6,15,13.3,0,0,1104,97.6,75,16,LCB
467,Samuel Womack,17,0,0,55,58.1,0,2,0,0,0,2024,25,IND,17,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,26,10,36,0,0,2,4,0,9,0,0,0,0,0,0,0,0,4,0,55,33,60,502,15.2,9.1,6,111.3,10.8,358,144,1,0,0,0,0,5,12.2,0,0,672,58.1,15,3.2,CB
468,Xavier Woods,17,0,0,51,100,0,3,0,0,0,2024,29,CAR,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,72,47,119,2,0,3,70,0,6,0,0,0,0,0,0,0,0,70,0,51,35,68.6,426,12.2,8.4,5,102.2,9.8,304,122,5,1,0,0,1,10,7.8,0,0,1218,100,0,0,FS
469,Zach Wood,17,0,0,0,0,0,0,0,0,0,2024,31,NOR,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,142,30.9,LS
470,Isaac Yiadom,17,0,0,41,45.5,0,1,0,0,0,2024,28,SFO,17,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,38,8,46,0,0,1,11,0,6,0,2,0,0,2,0,0,0,11,0,41,24,58.5,312,13,7.6,2,88.7,10.9,221,91,0,0,0,0,0,3,6.1,0,0,486,45.5,250,55.6,CB
